dataset,class,k_shot,seed,support_index,image_path
visa,candle,4,3,2,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0831.JPG
visa,candle,4,3,3,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0854.JPG
visa,candle,4,4,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0380.JPG
visa,candle,4,4,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0450.JPG
visa,candle,4,4,2,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0765.JPG
visa,candle,4,4,3,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0987.JPG
visa,candle,8,0,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0042.JPG
visa,candle,8,0,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0405.JPG
visa,candle,8,0,2,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0504.JPG
visa,candle,8,0,3,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0634.JPG
visa,candle,8,0,4,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0791.JPG
visa,candle,8,0,5,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0855.JPG
visa,candle,8,0,6,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0885.JPG
visa,candle,8,0,7,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0924.JPG
visa,candle,8,1,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0163.JPG
visa,candle,8,1,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0291.JPG
visa,candle,8,1,2,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0503.JPG
visa,candle,8,1,3,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0608.JPG
visa,candle,8,1,4,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0822.JPG
visa,candle,8,1,5,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0889.JPG
visa,candle,8,1,6,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0933.JPG
visa,candle,8,1,7,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0986.JPG
visa,candle,8,2,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0000.JPG
visa,candle,8,2,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0243.JPG
visa,candle,8,2,2,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0429.JPG
visa,candle,8,2,3,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0477.JPG
visa,candle,8,2,4,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0478.JPG
visa,candle,8,2,5,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0711.JPG
visa,candle,8,2,6,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0786.JPG
visa,candle,8,2,7,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0982.JPG
visa,candle,8,3,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0109.JPG
visa,candle,8,3,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0112.JPG
visa,candle,8,3,2,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0165.JPG
visa,candle,8,3,3,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0256.JPG
visa,candle,8,3,4,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0308.JPG
visa,candle,8,3,5,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0440.JPG
visa,candle,8,3,6,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0831.JPG
visa,candle,8,3,7,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0854.JPG
visa,candle,8,4,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0113.JPG
visa,candle,8,4,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0379.JPG
visa,candle,8,4,2,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0380.JPG
visa,candle,8,4,3,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0450.JPG
visa,candle,8,4,4,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0536.JPG
visa,candle,8,4,5,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0765.JPG
visa,candle,8,4,6,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0861.JPG
visa,candle,8,4,7,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0987.JPG
visa,capsules,1,0,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/121.JPG
visa,capsules,1,1,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/571.JPG
visa,capsules,1,2,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/534.JPG
visa,capsules,1,3,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/451.JPG
visa,capsules,1,4,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/321.JPG
visa,capsules,2,0,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/121.JPG
visa,capsules,2,0,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/502.JPG
visa,capsules,2,1,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/045.JPG
visa,capsules,2,1,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/571.JPG
visa,capsules,2,2,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/527.JPG
visa,capsules,2,2,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/534.JPG
visa,capsules,2,3,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/374.JPG
visa,capsules,2,3,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/451.JPG
visa,capsules,2,4,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/321.JPG
visa,capsules,2,4,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/433.JPG
visa,capsules,4,0,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/066.JPG
visa,capsules,4,0,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/121.JPG
visa,capsules,4,0,2,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/498.JPG
visa,capsules,4,0,3,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/502.JPG
visa,capsules,4,1,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/041.JPG
visa,capsules,4,1,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/045.JPG
visa,capsules,4,1,2,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/305.JPG
visa,capsules,4,1,3,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/571.JPG
visa,capsules,4,2,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/150.JPG
visa,capsules,4,2,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/266.JPG
visa,capsules,4,2,2,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/527.JPG
visa,capsules,4,2,3,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/534.JPG
visa,capsules,4,3,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/359.JPG
visa,capsules,4,3,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/374.JPG
visa,capsules,4,3,2,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/451.JPG
visa,capsules,4,3,3,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/591.JPG
visa,capsules,4,4,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/003.JPG
visa,capsules,4,4,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/321.JPG
visa,capsules,4,4,2,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/358.JPG
visa,capsules,4,4,3,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/433.JPG
visa,capsules,8,0,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/066.JPG
visa,capsules,8,0,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/121.JPG
visa,capsules,8,0,2,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/254.JPG
visa,capsules,8,0,3,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/270.JPG
visa,capsules,8,0,4,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/277.JPG
visa,capsules,8,0,5,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/375.JPG
visa,capsules,8,0,6,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/498.JPG
visa,capsules,8,0,7,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/502.JPG
visa,capsules,8,1,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/041.JPG
visa,capsules,8,1,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/045.JPG
visa,capsules,8,1,2,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/079.JPG
visa,capsules,8,1,3,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/117.JPG
visa,capsules,8,1,4,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/144.JPG
visa,capsules,8,1,5,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/305.JPG
visa,capsules,8,1,6,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/318.JPG
visa,capsules,8,1,7,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/571.JPG
visa,capsules,8,2,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/061.JPG
visa,capsules,8,2,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/117.JPG
visa,capsules,8,2,2,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/150.JPG
visa,capsules,8,2,3,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/180.JPG
visa,capsules,8,2,4,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/266.JPG
visa,capsules,8,2,5,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/434.JPG
visa,capsules,8,2,6,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/527.JPG
visa,capsules,8,2,7,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/534.JPG
visa,capsules,8,3,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/277.JPG
visa,capsules,8,3,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/359.JPG
visa,capsules,8,3,2,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/374.JPG
visa,capsules,8,3,3,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/379.JPG
visa,capsules,8,3,4,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/451.JPG
visa,capsules,8,3,5,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/477.JPG
visa,capsules,8,3,6,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/591.JPG
visa,capsules,8,3,7,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/598.JPG
visa,capsules,8,4,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/003.JPG
visa,capsules,8,4,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/020.JPG
visa,capsules,8,4,2,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/112.JPG
visa,capsules,8,4,3,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/321.JPG
visa,capsules,8,4,4,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/358.JPG
visa,capsules,8,4,5,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/401.JPG
visa,capsules,8,4,6,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/433.JPG
visa,capsules,8,4,7,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/capsules/Data/Images/Normal/522.JPG
visa,cashew,1,0,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/cashew/Data/Images/Normal/159.JPG
visa,cashew,1,1,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/cashew/Data/Images/Normal/146.JPG
visa,cashew,1,2,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/cashew/Data/Images/Normal/230.JPG
visa,cashew,1,3,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/cashew/Data/Images/Normal/258.JPG
visa,cashew,1,4,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/cashew/Data/Images/Normal/286.JPG
visa,cashew,2,0,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/cashew/Data/Images/Normal/099.JPG
visa,cashew,2,0,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/cashew/Data/Images/Normal/159.JPG
visa,cashew,2,1,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/cashew/Data/Images/Normal/043.JPG
visa,cashew,2,1,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/cashew/Data/Images/Normal/146.JPG
visa,cashew,2,2,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/cashew/Data/Images/Normal/161.JPG
visa,cashew,2,2,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/cashew/Data/Images/Normal/230.JPG
visa,cashew,2,3,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/cashew/Data/Images/Normal/258.JPG
visa,cashew,2,3,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/cashew/Data/Images/Normal/343.JPG
visa,cashew,2,4,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/cashew/Data/Images/Normal/045.JPG
visa,cashew,2,4,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/cashew/Data/Images/Normal/286.JPG
visa,cashew,4,0,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/cashew/Data/Images/Normal/099.JPG
visa,cashew,4,0,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/cashew/Data/Images/Normal/159.JPG
visa,cashew,4,0,2,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/cashew/Data/Images/Normal/298.JPG
visa,cashew,4,0,3,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/cashew/Data/Images/Normal/412.JPG
visa,cashew,4,1,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/cashew/Data/Images/Normal/018.JPG
visa,cashew,4,1,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/cashew/Data/Images/Normal/043.JPG
visa,cashew,4,1,2,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/cashew/Data/Images/Normal/146.JPG
visa,cashew,4,1,3,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/cashew/Data/Images/Normal/339.JPG
visa,cashew,4,2,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/cashew/Data/Images/Normal/161.JPG
visa,cashew,4,2,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/cashew/Data/Images/Normal/190.JPG
visa,cashew,4,2,2,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/cashew/Data/Images/Normal/230.JPG
visa,cashew,4,2,3,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/cashew/Data/Images/Normal/247.JPG
visa,cashew,4,3,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/cashew/Data/Images/Normal/199.JPG
visa,cashew,4,3,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/cashew/Data/Images/Normal/258.JPG
visa,cashew,4,3,2,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/cashew/Data/Images/Normal/343.JPG
visa,cashew,4,3,3,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/cashew/Data/Images/Normal/474.JPG
visa,cashew,4,4,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/cashew/Data/Images/Normal/045.JPG
visa,cashew,4,4,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/cashew/Data/Images/Normal/086.JPG
visa,cashew,4,4,2,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/cashew/Data/Images/Normal/158.JPG
visa,cashew,4,4,3,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/cashew/Data/Images/Normal/286.JPG
visa,cashew,8,0,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/cashew/Data/Images/Normal/043.JPG
visa,cashew,8,0,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/cashew/Data/Images/Normal/045.JPG
visa,cashew,8,0,2,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/cashew/Data/Images/Normal/099.JPG
visa,cashew,8,0,3,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/cashew/Data/Images/Normal/146.JPG
visa,cashew,8,0,4,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/cashew/Data/Images/Normal/159.JPG
visa,cashew,8,0,5,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/cashew/Data/Images/Normal/291.JPG
visa,cashew,8,0,6,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/cashew/Data/Images/Normal/298.JPG
visa,cashew,8,0,7,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/cashew/Data/Images/Normal/412.JPG
visa,cashew,8,1,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/cashew/Data/Images/Normal/018.JPG
