dataset,class,k_shot,seed,support_index,image_path
mpdd,bracket_black,4,0,3,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/159.png
mpdd,bracket_black,4,1,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/005.png
mpdd,bracket_black,4,1,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/120.png
mpdd,bracket_black,4,1,2,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/150.png
mpdd,bracket_black,4,1,3,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/165.png
mpdd,bracket_black,4,2,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/026.png
mpdd,bracket_black,4,2,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/048.png
mpdd,bracket_black,4,2,2,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/172.png
mpdd,bracket_black,4,2,3,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/275.png
mpdd,bracket_black,4,3,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/045.png
mpdd,bracket_black,4,3,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/091.png
mpdd,bracket_black,4,3,2,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/237.png
mpdd,bracket_black,4,3,3,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/278.png
mpdd,bracket_black,4,4,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/091.png
mpdd,bracket_black,4,4,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/126.png
mpdd,bracket_black,4,4,2,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/179.png
mpdd,bracket_black,4,4,3,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/281.png
mpdd,bracket_black,8,0,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/005.png
mpdd,bracket_black,8,0,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/031.png
mpdd,bracket_black,8,0,2,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/063.png
mpdd,bracket_black,8,0,3,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/090.png
mpdd,bracket_black,8,0,4,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/103.png
mpdd,bracket_black,8,0,5,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/148.png
mpdd,bracket_black,8,0,6,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/159.png
mpdd,bracket_black,8,0,7,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/213.png
mpdd,bracket_black,8,1,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/005.png
mpdd,bracket_black,8,1,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/010.png
mpdd,bracket_black,8,1,2,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/120.png
mpdd,bracket_black,8,1,3,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/127.png
mpdd,bracket_black,8,1,4,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/150.png
mpdd,bracket_black,8,1,5,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/165.png
mpdd,bracket_black,8,1,6,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/181.png
mpdd,bracket_black,8,1,7,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/188.png
mpdd,bracket_black,8,2,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/026.png
mpdd,bracket_black,8,2,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/048.png
mpdd,bracket_black,8,2,2,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/053.png
mpdd,bracket_black,8,2,3,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/080.png
mpdd,bracket_black,8,2,4,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/172.png
mpdd,bracket_black,8,2,5,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/217.png
mpdd,bracket_black,8,2,6,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/238.png
mpdd,bracket_black,8,2,7,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/275.png
mpdd,bracket_black,8,3,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/045.png
mpdd,bracket_black,8,3,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/077.png
mpdd,bracket_black,8,3,2,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/091.png
mpdd,bracket_black,8,3,3,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/105.png
mpdd,bracket_black,8,3,4,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/156.png
mpdd,bracket_black,8,3,5,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/158.png
mpdd,bracket_black,8,3,6,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/237.png
mpdd,bracket_black,8,3,7,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/278.png
mpdd,bracket_black,8,4,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/091.png
mpdd,bracket_black,8,4,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/103.png
mpdd,bracket_black,8,4,2,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/122.png
mpdd,bracket_black,8,4,3,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/126.png
mpdd,bracket_black,8,4,4,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/134.png
mpdd,bracket_black,8,4,5,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/179.png
mpdd,bracket_black,8,4,6,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/253.png
mpdd,bracket_black,8,4,7,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_black/train/good/281.png
mpdd,bracket_brown,1,0,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/173.png
mpdd,bracket_brown,1,1,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/097.png
mpdd,bracket_brown,1,2,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/172.png
mpdd,bracket_brown,1,3,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/141.png
mpdd,bracket_brown,1,4,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/125.png
mpdd,bracket_brown,2,0,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/097.png
mpdd,bracket_brown,2,0,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/173.png
mpdd,bracket_brown,2,1,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/097.png
mpdd,bracket_brown,2,1,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/128.png
mpdd,bracket_brown,2,2,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/150.png
mpdd,bracket_brown,2,2,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/172.png
mpdd,bracket_brown,2,3,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/141.png
mpdd,bracket_brown,2,3,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/182.png
mpdd,bracket_brown,2,4,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/003.png
mpdd,bracket_brown,2,4,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/125.png
mpdd,bracket_brown,4,0,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/070.png
mpdd,bracket_brown,4,0,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/097.png
mpdd,bracket_brown,4,0,2,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/116.png
mpdd,bracket_brown,4,0,3,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/173.png
mpdd,bracket_brown,4,1,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/020.png
mpdd,bracket_brown,4,1,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/057.png
mpdd,bracket_brown,4,1,2,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/097.png
mpdd,bracket_brown,4,1,3,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/128.png
mpdd,bracket_brown,4,2,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/134.png
mpdd,bracket_brown,4,2,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/150.png
mpdd,bracket_brown,4,2,2,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/172.png
mpdd,bracket_brown,4,2,3,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/176.png
mpdd,bracket_brown,4,3,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/023.png
mpdd,bracket_brown,4,3,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/077.png
mpdd,bracket_brown,4,3,2,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/141.png
mpdd,bracket_brown,4,3,3,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/182.png
mpdd,bracket_brown,4,4,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/003.png
mpdd,bracket_brown,4,4,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/057.png
mpdd,bracket_brown,4,4,2,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/125.png
mpdd,bracket_brown,4,4,3,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/180.png
mpdd,bracket_brown,8,0,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/070.png
mpdd,bracket_brown,8,0,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/097.png
mpdd,bracket_brown,8,0,2,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/116.png
mpdd,bracket_brown,8,0,3,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/142.png
mpdd,bracket_brown,8,0,4,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/147.png
mpdd,bracket_brown,8,0,5,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/149.png
mpdd,bracket_brown,8,0,6,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/166.png
mpdd,bracket_brown,8,0,7,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/173.png
mpdd,bracket_brown,8,1,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/020.png
mpdd,bracket_brown,8,1,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/057.png
mpdd,bracket_brown,8,1,2,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/066.png
mpdd,bracket_brown,8,1,3,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/097.png
mpdd,bracket_brown,8,1,4,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/109.png
mpdd,bracket_brown,8,1,5,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/128.png
mpdd,bracket_brown,8,1,6,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/136.png
mpdd,bracket_brown,8,1,7,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/141.png
mpdd,bracket_brown,8,2,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/082.png
mpdd,bracket_brown,8,2,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/107.png
mpdd,bracket_brown,8,2,2,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/131.png
mpdd,bracket_brown,8,2,3,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/134.png
mpdd,bracket_brown,8,2,4,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/150.png
mpdd,bracket_brown,8,2,5,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/168.png
mpdd,bracket_brown,8,2,6,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/172.png
mpdd,bracket_brown,8,2,7,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/176.png
mpdd,bracket_brown,8,3,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/023.png
mpdd,bracket_brown,8,3,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/028.png
mpdd,bracket_brown,8,3,2,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/077.png
mpdd,bracket_brown,8,3,3,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/105.png
mpdd,bracket_brown,8,3,4,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/116.png
mpdd,bracket_brown,8,3,5,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/141.png
mpdd,bracket_brown,8,3,6,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/182.png
mpdd,bracket_brown,8,3,7,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/184.png
mpdd,bracket_brown,8,4,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/003.png
mpdd,bracket_brown,8,4,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/007.png
mpdd,bracket_brown,8,4,2,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/013.png
mpdd,bracket_brown,8,4,3,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/035.png
mpdd,bracket_brown,8,4,4,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/057.png
mpdd,bracket_brown,8,4,5,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/097.png
mpdd,bracket_brown,8,4,6,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/125.png
mpdd,bracket_brown,8,4,7,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_brown/train/good/180.png
mpdd,bracket_white,1,0,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_white/train/good/104.png
mpdd,bracket_white,1,1,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_white/train/good/052.png
mpdd,bracket_white,1,2,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_white/train/good/093.png
mpdd,bracket_white,1,3,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_white/train/good/048.png
mpdd,bracket_white,1,4,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_white/train/good/109.png
mpdd,bracket_white,2,0,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_white/train/good/085.png
mpdd,bracket_white,2,0,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_white/train/good/104.png
mpdd,bracket_white,2,1,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_white/train/good/052.png
mpdd,bracket_white,2,1,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_white/train/good/078.png
mpdd,bracket_white,2,2,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_white/train/good/093.png
mpdd,bracket_white,2,2,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_white/train/good/109.png
mpdd,bracket_white,2,3,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_white/train/good/001.png
mpdd,bracket_white,2,3,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_white/train/good/048.png
mpdd,bracket_white,2,4,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_white/train/good/070.png
mpdd,bracket_white,2,4,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_white/train/good/109.png
mpdd,bracket_white,4,0,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_white/train/good/005.png
mpdd,bracket_white,4,0,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_white/train/good/039.png
mpdd,bracket_white,4,0,2,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_white/train/good/085.png
mpdd,bracket_white,4,0,3,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_white/train/good/104.png
mpdd,bracket_white,4,1,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_white/train/good/043.png
mpdd,bracket_white,4,1,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_white/train/good/052.png
mpdd,bracket_white,4,1,2,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_white/train/good/061.png
mpdd,bracket_white,4,1,3,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_white/train/good/078.png
mpdd,bracket_white,4,2,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_white/train/good/007.png
mpdd,bracket_white,4,2,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_white/train/good/014.png
mpdd,bracket_white,4,2,2,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_white/train/good/093.png
mpdd,bracket_white,4,2,3,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_white/train/good/109.png
mpdd,bracket_white,4,3,0,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_white/train/good/001.png
mpdd,bracket_white,4,3,1,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mpdd_raw/MPDD/bracket_white/train/good/048.png
