dataset,category,split,label,defect_type,image_path,image_bytes,image_sha256,mask_path,mask_sha256
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/013.png,529772,13d287cd1cc8b7e7e09ecb74594f7a30d94c35fd5e95b9421b2081d9ead6aa36,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/014.png,531511,a8826579631c43c66b2e0d33f00cf6d5beac3dcab0cadf50bec3c8837a329288,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/015.png,531030,8ce929a477e23b50c37913300541f324eaf6073155e4abea524a3fdd9d7c49b2,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/016.png,528487,92a6d4b311360bcd5c96ae630a377ea2ebcb29d9b9a39e2f0c1c3ad1f1b88a9a,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/017.png,531517,7d546aa84dbfe0c37b19346fa88e579d6b45b3075073e0ba3f1e2e8657e6cefb,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/018.png,532370,83b1d0683d6c9dbf41ab72464838991bbb931dff24d644cd8e4bf7582ef784ce,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/019.png,535328,a12a98cfa582797afce9dd170f5f6795747df8672deaed80d03c7e26406c1aa0,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/020.png,529692,96a7e24ec9ca27a9ff389ccba0260d6d78d6762968803260804aef65f26fe077,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/021.png,534191,92fe0a4a396df3bc95852130a063c241486dccb21ac54017145265a1a5dd72f2,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/022.png,531266,f8e1ece1086cc7e75dcacffdb7ac5485f767a7a53cb2f92033fc29f58e2708ba,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/023.png,537368,5bebcd96862ca137cf0a1be85230cffb0098bd06636747c98dd3109c223dd3a0,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/024.png,540638,0e59918793e8ad42caa415776b381f5366afbd11a9fff2511970dbc1389b8ddf,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/025.png,528932,311f88b86169b4516486999726e702ebca6c8f12c2500cc0449158ffbe0f929b,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/026.png,535903,8c9ae9da77c9a3add73dae83d25abbd444ee9445d4e4c6f1d27d946421fa6542,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/027.png,525273,c3d7ae38ba8602d8effc716068bb71a4e67d4c0acddd9caf5ec761d3f2853372,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/028.png,537014,20ad78aefe7af62b170a569a2c96b95f12621af240e259bb1b32ba142d87638e,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/029.png,525694,b8253d5c07aaf8c58f8d0d4a1884ea4e7e7f26b8529b27e6b55e9392db97f67f,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/030.png,535558,2ae6e2e8ca1e90f4e0804e28faeb9bb51cd3c130bda50ed0bafe05fb4533cfd0,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/031.png,526469,47980ffc9411c7ef921b750051640587d829f34b2326e08144b0ac3a5e28c106,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/032.png,531837,22ea2f7d08c0a5ba4f1494737bdc198375760ce42eed8fe29b68436acf2ceb7c,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/033.png,532643,16e52b8b32fcaa6295840300340287fed67abcaf1d4ee9d8edd5e674e46b17ca,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/034.png,524159,4a44f447a81d1a9c18577b667e5dd3131b10205d2a739deedf45490f277a402b,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/035.png,537706,1ee9369e10c7f3d73b6a03e2bf3e648ccf29b52e47de99141cbd74603fbd76f0,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/036.png,533578,9302580815770c06ed9fccad8512b25d3e80053c35dfeb35d743dd5c907761ee,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/037.png,535826,3575e4f0785d679737e5d870d4ab308be47ea1565c0b4b6c8d76af502f9a080b,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/038.png,527203,905e9e23f2c982de65f7687ad31d35c750f4812cf681b7263b6cd072548d474d,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/039.png,525700,663b485f3c271b3c7fd83c3312339c09010e7bc81dcb95d5a4f5646bb776aaaf,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/040.png,528050,0981ee2efcd397b9881f46d2bf9a568b94f31b5905e8cd787116e9e4cea47603,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/041.png,538792,52c84bab48a67573f1bf589366ad7a882b1c7c866c09e3f4fffa3693bf4a69c3,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/042.png,534548,034e70851f06468c7c48fee1845a890074f96887beaa08c0d72b86b10aa4343c,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/043.png,536345,6174ef1513643d78ff3228e0e117208b55febcd10b2b86e16c65c26ad9df3c0c,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/044.png,529678,4ec7f7015c79583007984f83a57df369c6f81551d095386d3c3e9a4554be3aee,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/045.png,531628,e49f59e90918e7d94cd5439eb595e019722a3b254e12ea6ccf901bab2a25112a,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/046.png,526791,1adba5092ba0706b293e0ce283629a1af776e46d8c809acb2cd084cf9d49d127,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/047.png,530251,87038a5973815117ec24b5cca8cd798dc31d738a0cb6f2efd5803d62f6ef9f1c,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/048.png,527283,15fa6566a8c01bfcd546f0cf2b34f7e351c9f10126b77ea3ad6ddb9200e21398,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/049.png,542261,59233798220711bc931bbb9f4c88a7a42e933e831749df316f949b7572f3f5a1,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/050.png,530355,fe999421df95604555b3c253f524e4a6328f16dc8dfe24de6eb66a34fda43d97,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/051.png,531453,0e3eeb97862eaa2125829f6f6336036b3ce72ab6e8bcf8795bce2c28d8ea425f,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/052.png,542146,af57768856d61b24bfdd780989cc5a6623a14c3fd66be2d755af16560fe0e8db,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/053.png,537197,60b6cc8478b5638a07677159ddb2d9310eafb8ec86458661ad9163693a0dbab8,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/054.png,538801,7ed6a41a7d4b684bfbfb89fbe3989ce90c7ea1179bbf4abec4964d15a91f28ec,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/055.png,541382,7e2044cf73cb8df6b2d728553ab2a5d0366e93374beabe22a3e412ddd9d9907e,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/056.png,539529,ccd542b186751026009fc32ecbd8f9f48fee61cf6274ecd0b4c8ca2b4e53f1f4,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/057.png,536611,ff41fa6adf5452d5f2d3abf0939aacac53779b4f70de4db2a816843a3179a171,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/058.png,527287,af31fae36d103e0142ba02f91359e963a50277d8af341d738e8463560dafdf86,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/059.png,535646,1ba282c78f37753d7036a8d36c79a37707f46108346e88051d84e18d924cee2e,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/060.png,532194,d325b1ada72a37bae2b950f5e5077637144f30ab4c91ce31768f0edfddd76dab,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/061.png,531172,f40106f40a441d24b6ef04228cab8572b81ef0daaad134b65bfe07aefa622322,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/062.png,532714,bfafe9b9838a8668983da26610405ea0e5f31c3564a4746e80a79722085f56a2,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/063.png,541042,28ce3e5c3cbc27ecd934bf1eb3117122baa2fd4c37a036b128771b910920b3b9,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/064.png,542078,7d8468608a182806104633419bb09162dbc314247e1040226199f594ee6b6e8e,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/065.png,538377,e3e3f61e8377655bef0a6f54c775f128d37160ddb78bc53da0a360aac572a21a,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/066.png,530533,534a0841762a1bc90995a3e59ab7de332b127daed8208644819e9d28de706450,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/067.png,532924,0dff6a5f0dbc1cff776a090aa6fac8943497081470e6c454d38239b625bc8daa,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/068.png,531579,93ade48246691fc145a13d531819652b915eeb5da738add2615c40f5590bcc5f,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/069.png,537102,40802acb289937ab895aa716810049c5fa1a6d3f7129820eb55dc48ba63c4324,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/070.png,535525,3689f72faebef73b1697dd8cf5e62614d06c305c84befe0655eefd0e6a4f7d45,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/071.png,535813,ae1e456faaa780be0379f6ae80207d27be94369deef26e26d4cc9a62fc0dc872,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/072.png,538373,e5f4084f3a58ea10d75f9baa674e830ab07658920d10dcd90f25d332fdc650c8,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/073.png,526376,afdbf14a9e365688685b3bf1ece84ae649927fa96a14cbf8fa546b481aa6af78,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/074.png,538972,0db6035ac38a14a842ca2fb4d9f761dcf0b633437b73b1e1de89d53cfb859b76,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/075.png,537224,1f87cfa2cc3e2152ee3593e2092cc48e23132c4aaea23de20ef4547a2bb612a9,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/076.png,538567,446fa2757b9850abe43f25a02c97fee4e187f7ba093e4684adfb227a4f70ae94,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/077.png,530673,f37ab3e128c33f16326fc701a53a91afd2a7787e8686ca6efdbe78efe22fdcd5,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/078.png,533175,fb3190cddbc2de31ae046c672fe9959c02dcce3b7942795bbd3a1b294418ed5d,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/079.png,532872,408802ee90d3dadd130284d54bd702d2d3e79bd1ffbf4c3c6668731229e5cf06,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/080.png,531640,8c9594232eb77990d314c9cccc953bc375917f677b9abf283417f2e26c1d0bd8,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/081.png,525748,7cb0735f9914baa21ceda3699215a8e15665639b181703f3cec94b8f27e1b1a6,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/082.png,535894,ea1e99464a55dffd111a3de3a415e8a2e0191e045cfc8a8fd8f52408f5680cb0,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/083.png,534859,2ad85b709cd69e57a816f46ef33da97056a47ed4311a4c6b1d81878bf169fe4e,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/084.png,536010,bb3c89c1d05c96c49283f1143b56695e0374741d18e40902b7d5cb857a778e0c,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/085.png,529890,8d93da99228a622b5be23bbd3edc5e434648bcd86b7b803c67fee86160c587dc,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/086.png,538806,b440fd1c2dc1b8621dae3697a59b75be7046675045c8bc91715f755962435738,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/087.png,538291,d90d26b8cf6ae5684cc3d15a7f1648a2bc7bac59af7646d933a8b8f0924a2999,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/088.png,544261,53c201c39528e848f3b046eb2c29ff7f02c6bd4933c330a5394ab3a1af5b1879,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/089.png,534060,e9861f73abb873306db658ae65a7c240974c4ee5453d22ecbe6dd460c7762979,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/090.png,540218,3237e873613706a97f28c8279f1b78188a51318c39b1d1ce019ab01cf170ceab,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/091.png,530081,f12a6e2cc58c98b93b6aba11e6bda12af38b75216f876709e6544733072dfb68,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/092.png,534525,aef55a3c7a99c440ec4b449236be122888dab71ec5bed8d1b8bcd97b92a8591b,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/093.png,530663,6e3c4a472fca99a3e843fa141a0fdf5190b63e492cc58ec711437701f899bf80,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/094.png,534220,60d532f4ed02d61a11b1f27f729adada0f39b793cca317f5d39a8deb794a3b16,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/095.png,534267,3c7a20d8570806e20856fc9abde069a46cfdf9a51c7176bf9c1f49246a3de6f8,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/096.png,532100,4fb0a3c26dc80d417473f52c3d6d5c7c410bac411b8e86391b0e23a5b0eec5cb,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/097.png,535497,c56961852e48d230edf7edb841f5ca8644cf0c37c6669ac9e604fb674b6e4ada,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/098.png,533242,d11ced0126ff870d2a31c52f0884d1f7fdc8db3c6a6d7ebbef00b3eaecd1cdef,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/099.png,538074,e1a4c992c162158ced8b193ba0a9f6633fa2ed317f345946db4d46733de9eddb,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/100.png,530001,f3b65510a1f6480b73b7072ccd05d154cd66dda782de1628ea68045a50c129d0,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/101.png,542218,2d7c15f07db47803d9f631772b08b32d33df095df5d51c32a2ace9c1c7883568,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/102.png,539051,5386d806e16ce5d9d015cd90fe1b191c335b6b6e64026f41fa7bf14e603dc65e,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/103.png,534077,46ca5e6ad7e75e3289a64eb6e8ac045253c9b6fe730dc1a0c913ec3a89c54803,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/104.png,533708,e5647ac4f4f8bd8b2a717efabfa810e88760718a3e9e402e130db44b2f0bc58a,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/105.png,529579,c4de3ba2c7d63be43db74b68fa16188f3e00cb4a2c7d51a8e37b84ab02c1b4d2,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/106.png,532247,3a2700ef2b72514e52b11af74a2b1e9a8bc22155391e6dd2a45540b91c682e53,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/107.png,538203,a5a5db9a4c258216dfdfef27343b7b51bb866556927f08c2aa475be9afd00ab9,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/108.png,536553,c2af50f74c6d58638e645a9fb055ab56439d0e67a4da8daa63d00e61220c47b0,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/109.png,537381,21762b7de09dcabc7934dc0c493575036cf26830ebf23492ecd6f6ce15c056c9,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/110.png,532189,319d8fecca8a1c0f16a3e809598c8fead6716184b74d29a43a8de4dd0d4d6408,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/111.png,530572,141e42f26599992fea73fa005382ad25bb75518aeabbfd8d705ac83bfca1ecae,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/112.png,534415,54f1cbac4964908eea641c2c61a283c98055b5330a7ae85596abb75b883041ec,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/113.png,529550,8799b98307e89010a0266eaccdacc20c72048b5866d2e9c01119375cd94c8d03,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/114.png,535106,36d4e92d88ef92c638b5dbf17667a001b98beb6213acd7eeaf411be54c930bca,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/115.png,532124,458a7e5623885f31ec175d1bd517e3e60b21f1e06de113573c00f6c917f8bd69,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/116.png,542645,4ddfaaeec9edb8483cd037577e3f78a1642737f2894189b128327c3bf19fa485,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/117.png,532073,94ce4a1ae16cea15ec2cd49deb1fde4461ad3b17956019c428904d1480fac2c2,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/118.png,542168,786cbe4aa69cdba4b0f1dcc1aecb37b47cd6f8e0558c2fd73b9a8c811efddae1,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/119.png,536779,cf1cdb1de9963e0acb7d97d8f26d7b78902026d65408b5d43b2e851aaffb81d4,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/120.png,530921,b569d619e8e419448ff8ea6e708a3f999e348efed72d19895cd947a25c398315,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/121.png,539098,e776eef773529b358c1c300eabb3840115b8d30bf9e4c0e349d7c84fe0360433,,
mvtec,bottle,train,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/mvtec/bottle/train/good/122.png,542235,31d47d2f89ce2d347e5bf13a30263e57845a2afa1ce942b8b7c09a5d5d3b0828,,
