dataset,category,split,label,defect_type,image_path,image_bytes,image_sha256,mask_path,mask_sha256
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0168.JPG,110845,ed9f5b2f3a09069bf7df4036a85ab531cf79cbc28b53c7f2d857b7808bba9c4d,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0170.JPG,112100,34ac215facc32788ae9fba47c0501a40f354276338b97732e9ec9850306a7a70,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0172.JPG,117812,50aca835b35512fed7bc44e1ed7b5c1d470823b0a2ea76b816717b13362421ee,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0174.JPG,126686,1f19af9d1e8c384682dbc05f42af48106dcdc3b5efb49b50e9e60d9b1349ffd9,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0178.JPG,114750,fa6c73cadc27884d0a695b1c88fc8ce3a0725444ba083347d3938cced3151f0b,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0187.JPG,124017,c64d4fa01958f736540517e3d43cd6e1bffcfdde26e838c1b4d907710be6742d,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0196.JPG,114692,e292c57e7288272d6bc44f5b0354ab3bc9e7168b26cb32f27b6b567c60d92a50,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0208.JPG,116425,4f18525be21b8ce9af0346edb2a9d5a9acb2f49ae9b4d08a612525a775a10520,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0214.JPG,108525,90717165ea83ee70fbd1038e4a871153c90fccdfeaa8513e759d8452762c67e6,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0215.JPG,108561,346e1ca8e257d11c0a59f55e05bea58c9336519d48cfd5e8d2801467b8927329,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0237.JPG,114547,513bf5373afa22f0bad1d33d68ac435adee752b884f2e18983cadc83a9385693,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0261.JPG,115897,8d5c98587ada74efdb778032b512471668d5faf47a35386b7bb75aa33e98c05b,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0286.JPG,123052,52251630b1699f7d1d8a0c693c3b87b2cac13ee600a8229a1b8c68689f75912f,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0294.JPG,111089,ad1c685a1babe8d3f916b84ad73a73e1581422989e1b0ff4a0b7cc7667e575ba,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0297.JPG,115705,ad250b1ea3674f48466adecf8c646737dd5cfbf2982bb86b98b95759f1716b07,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0303.JPG,113607,5a952ea079ee5d3f07dc4a9eccefe50e78bc876ee03e789785e05ac8149981c1,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0306.JPG,111174,805361432ea7bbe114946f59d700cdf10b17b4eece67d55528ab50590d147419,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0320.JPG,112132,3557c2ac1ba62d7fe73b8678e6dffed01de8bc1c702823fabdca053be82945b3,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0333.JPG,110246,da5f291ea4f88dfea04940698be70dac248ea02ddc8d00ffc694ee4e35763193,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0363.JPG,111401,06e9891b972a28fce97037803c61a76ec49a7967f8567fa11f907770fbd27d7c,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0377.JPG,111751,c2a54d23ca0475ef34906ea82b0144c0836d92a610d244e44b116dc1ec07c9d4,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0394.JPG,113517,6e62a31f34b1d9494e0b35fc4b267f755d2a2bb89df928c3b34ec249e447f273,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0400.JPG,120117,74a031a7c9cfd62d82fe279a7eb0757ba1ecc2e2b03b0a484a4e72989d48be46,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0402.JPG,126972,843610f6cd882f4294330341d40f6841a10626a879cf21c74baa1dfabfabed60,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0417.JPG,116149,c9de9768d4cd79255dbcd72bae5bb5d0000f9c9ee69b7562a1868b738874a8a4,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0423.JPG,118188,17dd059fab46cc8720e56c92d6f563992945a8b09fbd80d0931958e32ed7c42b,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0427.JPG,112744,cd39a51c9f7d6c5f141602f684d7cf22ce25c45bc7724a897c0736a27ec29ecd,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0457.JPG,115291,badf49b72231c3079c5018057abed66a8644c3be89bfc3e618d3ad1578b73817,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0469.JPG,113490,6aeb9bb1934e34b63dce85d0197d6a4db43f0a494d94047aa1c18f07db9a2afe,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0479.JPG,110148,1334074d44fd5cfccd3ab992bfcd6e6da7ca6b434c44ac354237e9167c021ac1,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0483.JPG,116977,5bf94dc8271e3eeab7eb3535ccdba962101d088558f56f06723757997f623319,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0484.JPG,119916,683fcb5c92b78773eaa8e141b66c8e08e77b57569585b7fb1eed8d1823e864f1,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0488.JPG,110658,d6f0cde9840af90c7a71245bccf9140c347997c60b179fc93e8a612aa1247744,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0490.JPG,114636,c8b1f398f4f63dd4c4fc2f36bd39f874b2cb6b8b69e0d669446fcf874bdd907f,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0514.JPG,116649,a6a47af9fe8fe7e8441fac10909bbaa77d38561058e1556682281fe494c257b7,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0518.JPG,107641,c43e010139111ec7a176d66b7ac52da80e07c9550e4dc02838ac99136b20bc3c,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0520.JPG,115723,c8d18b855dc832312ae2fce223af8422fd31de11d2c92f8d96e8041549ec1e42,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0525.JPG,133558,93e0d2a0379c35ff893a1b0df6a399fb3496d59789b9a5c177e26aff75bde2ff,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0545.JPG,107825,eb364c4b1bc504c4dc00321b48e73d9bc3c0130f4bcafcc229de32449e113ae7,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0552.JPG,122668,3a93aaa004aa2c06ba0765a2ace29666cd9228d0113b8442747f1efdb0924c9e,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0569.JPG,111200,523d4fd486a78273bf41a26a710888c1e4f05ef28573a5f50e32f4331fa820b4,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0615.JPG,119140,c62e9854e4ecf8aab69ffa31b0b119ab06c4aa907593a1cabd58255e20741f68,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0617.JPG,116168,b04b6cece8b15a031f468c63366d97cf08421de72f69f9e4e1c3ec2ff8549296,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0619.JPG,112289,f9914422a90cb048e288a526b48b04f5baba5ae0350dffca746480e72839a816,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0621.JPG,108981,c42c8850922e01a18ff1e74191abd0605a0479d02a7cc74c9ad7ae8939547458,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0629.JPG,121316,bb4f5511b31bc99829d1f296777cb2e5c2f6e424e0aaf1e0411ca857d2c436d5,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0631.JPG,116183,10b0f3591156b7257935dd62c0c120155de7f3e6f72de30e68cf867df0ec48f7,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0648.JPG,112422,a840cabbc889a43f108dd16d2a64e711bbbef218a8f38e65277d1ce0bee1c9a0,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0654.JPG,118759,69c2539db6aa3ef15b77e40e6f4196fa78a096b74706ffe89eec8fab2bf1fac5,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0657.JPG,114539,b7f6e0cf8dc2692b0b76c6ba0f7da2c6c37288ae5b7e6c8d9a01907d550bbacd,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0659.JPG,110374,5d50905bad7a8a427cb153f877e0cfa125eeab5dbf5c4f30b39bec64856aa4c7,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0674.JPG,110308,980fba20e3d8d66e9d7c1643cda88ee87b91cee0c053ab3a80504cc82fecda01,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0684.JPG,110218,5c47d952e22916a742cae0ef379050724ffea36c107481c959802391742bc3f5,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0685.JPG,110551,597f036d6f6558bd237d3e96a5a5e86893a38b8c992d439986cdf1eaa143f465,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0688.JPG,121023,101a13faee2c8af871a0443a05e970f348e2433267fd67f026a091f445af44ad,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0690.JPG,122010,cd41c53c75c8ad5e4052c4f6e09d056c511f4fec98c691e40001af4d931ad3f7,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0694.JPG,115738,31eb7aa27f0ce9229875fa24c1b522b82e8e0be1ee657e01149d693601edaa70,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0705.JPG,111047,cd2cfe3132d7a4456146bb77954930fc5a1dbc641e5516b60b587dc90ace6fda,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0725.JPG,121434,eb953fdc3c114f737cd44dbd911efe22664df014cf04858e2f8c107e893cea68,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0730.JPG,112661,f80bf436942a900430ceb7a8a909b262a49822937b8dbb79f79657953794b19f,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0735.JPG,119098,f7162ce1da930d98fbd6cc4aad48d5db213e324b88155e5dd4883d23d63360af,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0739.JPG,115232,9e00f1386c897eb20ad7c94e29b819688a1ef5f978c3b4517e67970830a57506,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0751.JPG,117989,cac111f699f0a2b77294aab4e764a97715122fc181a6f7b0f276af9d2c4e8b15,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0755.JPG,112357,c264e04db09fb9018741e43579fc1faa593a3e5f8cb22c82897743aae3a8d828,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0764.JPG,117844,ac512fcd405ac8f5df85e094ef113130c3888e920dc6117bfa0da8f64e68f300,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0768.JPG,111922,5c8fef83f6ea25d8659789cf2ffc5c3b17eaa7b8a0a8222e1b6a68682d67ff80,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0779.JPG,110782,a2e5f310a4a70e7f6c90e9e31439eaf46cb4f41efa12849547287c95fd8e081d,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0784.JPG,122536,1e1983fd2ce9c43f6434f947a30235e2809f410d2cab8d6b638bbf2201808b1b,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0790.JPG,117146,27fa2ec32fec3979c3231ed1d0d6b2e8e7d15232d36fadd472fcbde1c6e2daec,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0796.JPG,121835,f45250fd5c61f44da1321c025935672f42021b2681c1377647a3dbf29377c79c,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0797.JPG,125152,17cf24a7db6b0d00b4e887689d4ce1d38e2da8863f2f6e04ba499d82472b5b2c,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0800.JPG,116671,2d9e67f49092b819fdb1098bffb4d1fab4fb96f584fae7b762b4dac3b8efadf5,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0804.JPG,114446,c7f81f3d0074629af0863388e0db9f7621b7d2f98864d0617ce6745907e3cf92,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0811.JPG,113494,cc8a2cd13305a855d3a77e1f4e445142fa709dbe476fcd0bfa8f3699c5e02af5,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0844.JPG,116511,5c1133c468dbf228268027a2c84609a4ea7dec69de7e7ff7f5d3d3aeaf52a506,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0869.JPG,115913,cbebfdc49c68d678f1c485568066faf262bd9b97302882dc2cc0de66d76c6dbe,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0871.JPG,116896,47f831dfc0c289cad4efb35e7f4bff5eb28fd1dcd7b6b0fceb99c16c05fd4562,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0892.JPG,117487,ebac59ac8d71c89ea4075886d3bffbd6c509315b8271bc5f86ceef887c5906ac,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0900.JPG,119442,a9a42a126138de7c1ca86f1e02d5e5eaba539c92a4035a4ccc42c8a8bcf99e9d,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0920.JPG,116775,1f6140a64bdf8b4fd5618f2abd20f511589b5f732e04c57bd7d5dc81b068f73a,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0923.JPG,126289,ca95ee8ac1408da1d161f0f5dca37d7a736dea33a83489745600f148fc103fe3,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0935.JPG,119976,77332b09babc588e08550d5765bb071020f50482afa3f2112b05ab383b8fef39,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0952.JPG,118378,e3cd3902751f0e75d5d2d31c740919b5d2de9bf2cfb114e543fdadd12dc2ff6a,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0953.JPG,117579,1aa25ace6757cc0d6b978066d2daffbe652856b18731848d190b4ae7cab3411e,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0964.JPG,114228,a98e6b5457c6e50dde35f4d00b06d0bcaf7a78333ccc87b762962d93392c6194,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0967.JPG,112796,e8ea702c602489a04207e087f6d6e6dab1ecea1675cf42bc3e9eaf0a3916fe77,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0974.JPG,111609,f4be3c81fe57a98039f93b24cd60cdfbd58d2ebee234a0553f7b3b73e6e40f7b,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0985.JPG,119735,aacaf8276e177da7cd01434f7a97d60441ca939ab1851e3317669ad673159e13,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0994.JPG,123752,de2e5f4eaaed3c1db69ba69564f9f378465d5276d7a5b9c9b01326dbfa6ba9df,,
visa,candle,test,0,good,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Normal/0996.JPG,117596,9b605800c2274d9afeba2d904ee3037d34ab491fcf6fce9845cc398326441b46,,
visa,candle,test,1,bad,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Anomaly/000.JPG,119368,c004dbc05698f01cf415e07d2a8cf8fef48aa19516eece6600e13f92f1f788b7,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Masks/Anomaly/000.png,fa8fcb5600dfc492fabf989aa7accfd9adc35a198df8bc70ba9d1d715e965004
visa,candle,test,1,bad,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Anomaly/001.JPG,110454,c697ce4e2176c0de5d9f3ba8f38cd5acf99c61be5f91656ebb49c86652875f9a,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Masks/Anomaly/001.png,fa7b0e7bf50fdd004a4bb800f3b98c24ed11aacb2ed1a59c85c5cfb283b758f3
visa,candle,test,1,bad,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Anomaly/002.JPG,115417,2f85fe439bcfe6cd120d84cc1fea37933d827a508549b0cf3f60ee595c87367a,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Masks/Anomaly/002.png,7dfc14c64e2c0e4a21676626f728477f9ae7e8fb0df61e84fc52fb05e8b57285
visa,candle,test,1,bad,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Anomaly/003.JPG,117909,5014dd3adb81c5d2a4d133233ad48ea67d28b0c624d7caeb4b34d30a117806ac,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Masks/Anomaly/003.png,df69d27d16a7d6511874af86f41972ec417697ee50ef8f6bb409d760b26a64a2
visa,candle,test,1,bad,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Anomaly/004.JPG,120239,a78ee870594f161f86073b5983ae1f05be178009d819b4a73997f7cbc99a5ab2,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Masks/Anomaly/004.png,0a2cbc6fe081fc061a4ffc811818333c6efdda7f37ac713c9cd74b0a5d7d3de7
visa,candle,test,1,bad,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Anomaly/005.JPG,117690,db4d13adb2b47930feb10e0f6cd88ded671dca71987ab35cff50785081bc31fc,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Masks/Anomaly/005.png,36c307c6c84fd1e4b2df8d71ee15d45e690c09be69794a3eea3b98648b568c84
visa,candle,test,1,bad,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Anomaly/006.JPG,120345,a4f10e275f63e5069c0215d06ad609582a84d0c9fe31a4cfc263f78e9d692e0d,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Masks/Anomaly/006.png,dc61539cc9f9fae6d7d29bbb6f749fd322ef95d31b5ecea90a470eb8e748ffae
visa,candle,test,1,bad,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Images/Anomaly/007.JPG,114850,f0f1ba6f98a89d7f21785680d415b340842649534ca49febd946df0f75242ef3,/home/crl/MoME/other/AD/tmp/ad-neurocomputing/extracted/visa_raw/candle/Data/Masks/Anomaly/007.png,0422f4cac63049e9ca98964daffa6145f3ccb6296e2e9597697c3a2734e5cb2f
